"state","county","county_name","county_fips5","R","county_groups"
"MT","G3000370","Golden Valley County","30037","MT","county_group_444"
"MT","G3000390","Granite County","30039","MT","county_group_96"
"MT","G3000410","Hill County","30041","MT","county_group_238"
"MT","G3000430","Jefferson County","30043","MT","county_group_96"
"MT","G3000450","Judith Basin County","30045","MT","county_group_238"
"MT","G3000470","Lake County","30047","MT","county_group_36"
"MT","G3000490","Lewis and Clark County","30049","MT","county_group_96"
"MT","G3000510","Liberty County","30051","MT","county_group_238"
"MT","G3000530","Lincoln County","30053","MT","county_group_344"
"MT","G3000550","McCone County","30055","MT","county_group_444"
"MT","G3000570","Madison County","30057","MT","county_group_96"
"MT","G3000590","Meagher County","30059","MT","county_group_238"
"MT","G3000610","Mineral County","30061","MT","county_group_36"
"MT","G3000630","Missoula County","30063","MT","county_group_36"
"MT","G3000650","Musselshell County","30065","MT","county_group_444"
"MT","G3000670","Park County","30067","MT","county_group_588"
"MT","G3000690","Petroleum County","30069","MT","county_group_238"
"MT","G3000710","Phillips County","30071","MT","county_group_444"
"MT","G3000730","Pondera County","30073","MT","county_group_238"
"MT","G3000750","Powder River County","30075","MT","county_group_444"
"MT","G3000770","Powell County","30077","MT","county_group_96"
"MT","G3000790","Prairie County","30079","MT","county_group_444"
"MT","G3000810","Ravalli County","30081","MT","county_group_36"
"MT","G3000830","Richland County","30083","MT","county_group_444"
"MT","G3000850","Roosevelt County","30085","MT","county_group_444"
"MT","G3000870","Rosebud County","30087","MT","county_group_444"
"MT","G3000890","Sanders County","30089","MT","county_group_36"
"MT","G3000910","Sheridan County","30091","MT","county_group_444"
"MT","G3000930","Silver Bow County","30093","MT","county_group_96"
"MT","G3000950","Stillwater County","30095","MT","county_group_588"
"MT","G3000970","Sweet Grass County","30097","MT","county_group_588"
"MT","G3000990","Teton County","30099","MT","county_group_238"
"MT","G3001010","Toole County","30101","MT","county_group_238"
"MT","G3001030","Treasure County","30103","MT","county_group_444"
"MT","G3001050","Valley County","30105","MT","county_group_444"
"MT","G3001070","Wheatland County","30107","MT","county_group_238"
"MT","G3001090","Wibaux County","30109","MT","county_group_444"
"MT","G3001110","Yellowstone County","30111","MT","county_group_444"
"NC","G3700010","Alamance County","37001","NC","independent_county_G3700010"
"NC","G3700030","Alexander County","37003","NC","county_group_204"
"NC","G3700050","Alleghany County","37005","NC","county_group_207"
"NC","G3700070","Anson County","37007","NC","county_group_411"
"NC","G3700090","Ashe County","37009","NC","county_group_87"
"NC","G3700110","Avery County","37011","NC","county_group_87"
"NC","G3700130","Beaufort County","37013","NC","county_group_336"
"NC","G3700150","Bertie County","37015","NC","county_group_504"
"NC","G3700170","Bladen County","37017","NC","county_group_403"
"NC","G3700190","Brunswick County","37019","NC","independent_county_G3700190"
"NC","G3700210","Buncombe County","37021","NC","independent_county_G3700210"
"NC","G3700230","Burke County","37023","NC","county_group_189"
"NC","G3700250","Cabarrus County","37025","NC","county_group_398"
"NC","G3700270","Caldwell County","37027","NC","county_group_204"
"NC","G3700290","Camden County","37029","NC","county_group_331"
"NC","G3700310","Carteret County","37031","NC","county_group_336"
"NC","G3700330","Caswell County","37033","NC","county_group_164"
"NC","G3700350","Catawba County","37035","NC","independent_county_G3700350"
"NC","G3700370","Chatham County","37037","NC","county_group_185"
"NC","G3700390","Cherokee County","37039","NC","county_group_214"
"NC","G3700410","Chowan County","37041","NC","county_group_331"
"NC","G3700430","Clay County","37043","NC","county_group_214"
"NC","G3700450","Cleveland County","37045","NC","county_group_260"
"NC","G3700470","Columbus County","37047","NC","county_group_403"
"NC","G3700490","Craven County","37049","NC","independent_county_G3700490"
"NC","G3700510","Cumberland County","37051","NC","independent_county_G3700510"
"NC","G3700530","Currituck County","37053","NC","county_group_331"
"NC","G3700550","Dare County","37055","NC","county_group_504"
"NC","G3700570","Davidson County","37057","NC","independent_county_G3700570"
"NC","G3700590","Davie County","37059","NC","county_group_276"
"NC","G3700610","Duplin County","37061","NC","county_group_529"
"NC","G3700630","Durham County","37063","NC","independent_county_G3700630"
"NC","G3700650","Edgecombe County","37065","NC","county_group_605"
"NC","G3700670","Forsyth County","37067","NC","independent_county_G3700670"
"NC","G3700690","Franklin County","37069","NC","county_group_102"
"NC","G3700710","Gaston County","37071","NC","independent_county_G3700710"
"NC","G3700730","Gates County","37073","NC","county_group_331"
"NC","G3700750","Graham County","37075","NC","county_group_372"
"NC","G3700770","Granville County","37077","NC","county_group_164"
"NC","G3700790","Greene County","37079","NC","county_group_130"
"NC","G3700810","Guilford County","37081","NC","independent_county_G3700810"
"NC","G3700830","Halifax County","37083","NC","county_group_297"
"NC","G3700850","Harnett County","37085","NC","independent_county_G3700850"
"NC","G3700870","Haywood County","37087","NC","county_group_372"
"NC","G3700890","Henderson County","37089","NC","county_group_51"
"NC","G3700910","Hertford County","37091","NC","county_group_297"
"NC","G3700930","Hoke County","37093","NC","county_group_524"
"NC","G3700950","Hyde County","37095","NC","county_group_504"
"NC","G3700970","Iredell County","37097","NC","county_group_276"
"NC","G3700990","Jackson County","37099","NC","county_group_214"
"NC","G3701010","Johnston County","37101","NC","independent_county_G3701010"
"NC","G3701030","Jones County","37103","NC","county_group_166"
"NC","G3701050","Lee County","37105","NC","county_group_185"
"NC","G3701070","Lenoir County","37107","NC","county_group_166"
"NC","G3701090","Lincoln County","37109","NC","independent_county_G3701090"
"NC","G3701110","McDowell County","37111","NC","county_group_189"
"NC","G3701130","Macon County","37113","NC","county_group_214"
"NC","G3701150","Madison County","37115","NC","county_group_372"
"NC","G3701170","Martin County","37117","NC","county_group_504"
"NC","G3701190","Mecklenburg County","37119","NC","independent_county_G3701190"
"NC","G3701210","Mitchell County","37121","NC","county_group_87"
"NC","G3701230","Montgomery County","37123","NC","county_group_552"
"NC","G3701250","Moore County","37125","NC","county_group_552"
"NC","G3701270","Nash County","37127","NC","county_group_605"
"NC","G3701290","New Hanover County","37129","NC","county_group_210"
"NC","G3701310","Northampton County","37131","NC","county_group_297"
"NC","G3701330","Onslow County","37133","NC","county_group_166"
"NC","G3701350","Orange County","37135","NC","independent_county_G3701350"
"NC","G3701370","Pamlico County","37137","NC","county_group_336"
"NC","G3701390","Pasquotank County","37139","NC","county_group_331"
"NC","G3701410","Pender County","37141","NC","county_group_210"
"NC","G3701430","Perquimans County","37143","NC","county_group_331"
"NC","G3701450","Person County","37145","NC","county_group_164"
"NC","G3701470","Pitt County","37147","NC","independent_county_G3701470"
"NC","G3701490","Polk County","37149","NC","county_group_260"
"NC","G3701510","Randolph County","37151","NC","independent_county_G3701510"
"NC","G3701530","Richmond County","37153","NC","county_group_524"
"NC","G3701550","Robeson County","37155","NC","county_group_403"
"NC","G3701570","Rockingham County","37157","NC","county_group_462"
"NC","G3701590","Rowan County","37159","NC","independent_county_G3701590"
"NC","G3701610","Rutherford County","37161","NC","county_group_260"
"NC","G3701630","Sampson County","37163","NC","county_group_529"
"NC","G3701650","Scotland County","37165","NC","county_group_524"
"NC","G3701670","Stanly County","37167","NC","county_group_398"
"NC","G3701690","Stokes County","37169","NC","county_group_462"
"NC","G3701710","Surry County","37171","NC","county_group_207"
"NC","G3701730","Swain County","37173","NC","county_group_372"
"NC","G3701750","Transylvania County","37175","NC","county_group_51"
"NC","G3701770","Tyrrell County","37177","NC","county_group_504"
"NC","G3701790","Union County","37179","NC","county_group_411"
"NC","G3701810","Vance County","37181","NC","county_group_102"
"NC","G3701830","Wake County","37183","NC","independent_county_G3701830"
"NC","G3701850","Warren County","37185","NC","county_group_102"
"NC","G3701870","Washington County","37187","NC","county_group_504"
"NC","G3701890","Watauga County","37189","NC","county_group_87"
"NC","G3701910","Wayne County","37191","NC","independent_county_G3701910"
"NC","G3701930","Wilkes County","37193","NC","county_group_207"
"NC","G3701950","Wilson County","37195","NC","county_group_130"
"NC","G3701970","Yadkin County","37197","NC","county_group_276"
"NC","G3701990","Yancey County","37199","NC","county_group_87"
"ND","G3800010","Adams County","38001","ND","county_group_496"
"ND","G3800030","Barnes County","38003","ND","county_group_267"
"ND","G3800050","Benson County","38005","ND","county_group_267"
"ND","G3800070","Billings County","38007","ND","county_group_496"
"ND","G3800090","Bottineau County","38009","ND","county_group_267"
"ND","G3800110","Bowman County","38011","ND","county_group_496"
"ND","G3800130","Burke County","38013","ND","county_group_496"
"ND","G3800150","Burleigh County","38015","ND","county_group_447"
"ND","G3800170","Cass County","38017","ND","independent_county_G3800170"
"ND","G3800190","Cavalier County","38019","ND","county_group_481"
"ND","G3800210","Dickey County","38021","ND","county_group_267"
"ND","G3800230","Divide County","38023","ND","county_group_496"
"ND","G3800250","Dunn County","38025","ND","county_group_496"
"ND","G3800270","Eddy County","38027","ND","county_group_267"
"ND","G3800290","Emmons County","38029","ND","county_group_447"
"ND","G3800310","Foster County","38031","ND","county_group_267"
"ND","G3800330","Golden Valley County","38033","ND","county_group_496"
"ND","G3800350","Grand Forks County","38035","ND","county_group_481"
"ND","G3800370","Grant County","38037","ND","county_group_496"
"ND","G3800390","Griggs County","38039","ND","county_group_481"
"ND","G3800410","Hettinger County","38041","ND","county_group_496"
"ND","G3800430","Kidder County","38043","ND","county_group_447"
"ND","G3800450","LaMoure County","38045","ND","county_group_267"
"ND","G3800470","Logan County","38047","ND","county_group_447"
"ND","G3800490","McHenry County","38049","ND","county_group_496"
"ND","G3800510","McIntosh County","38051","ND","county_group_447"
"ND","G3800530","McKenzie County","38053","ND","county_group_496"
"ND","G3800550","McLean County","38055","ND","county_group_496"
"ND","G3800570","Mercer County","38057","ND","county_group_496"
"ND","G3800590","Morton County","38059","ND","county_group_447"
"ND","G3800610","Mountrail County","38061","ND","county_group_496"
"ND","G3800630","Nelson County","38063","ND","county_group_267"
"ND","G3800650","Oliver County","38065","ND","county_group_496"
"ND","G3800670","Pembina County","38067","ND","county_group_481"
"ND","G3800690","Pierce County","38069","ND","county_group_267"
"ND","G3800710","Ramsey County","38071","ND","county_group_267"
"ND","G3800730","Ransom County","38073","ND","county_group_267"
"ND","G3800750","Renville County","38075","ND","county_group_496"
"ND","G3800770","Richland County","38077","ND","county_group_267"
"ND","G3800790","Rolette County","38079","ND","county_group_267"
"ND","G3800810","Sargent County","38081","ND","county_group_267"
"ND","G3800830","Sheridan County","38083","ND","county_group_267"
"ND","G3800850","Sioux County","38085","ND","county_group_496"
"ND","G3800870","Slope County","38087","ND","county_group_496"
"ND","G3800890","Stark County","38089","ND","county_group_496"
"ND","G3800910","Steele County","38091","ND","county_group_481"
"ND","G3800930","Stutsman County","38093","ND","county_group_267"
"ND","G3800950","Towner County","38095","ND","county_group_481"
"ND","G3800970","Traill County","38097","ND","county_group_481"
"ND","G3800990","Walsh County","38099","ND","county_group_481"
"ND","G3801010","Ward County","38101","ND","county_group_496"
"ND","G3801030","Wells County","38103","ND","county_group_267"
"ND","G3801050","Williams County","38105","ND","county_group_496"
"NE","G3100010","Adams County","31001","NE","county_group_111"
"NE","G3100030","Antelope County","31003","NE","county_group_222"
"NE","G3100050","Arthur County","31005","NE","county_group_99"
"NE","G3100070","Banner County","31007","NE","county_group_439"
"NE","G3100090","Blaine County","31009","NE","county_group_437"
"NE","G3100110","Boone County","31011","NE","county_group_222"
"NE","G3100130","Box Butte County","31013","NE","county_group_439"
"NE","G3100150","Boyd County","31015","NE","county_group_439"
"NE","G3100170","Brown County","31017","NE","county_group_439"
"NE","G3100190","Buffalo County","31019","NE","county_group_111"
"NE","G3100210","Burt County","31021","NE","county_group_222"
"NE","G3100230","Butler County","31023","NE","county_group_559"
"NE","G3100250","Cass County","31025","NE","county_group_333"
"NE","G3100270","Cedar County","31027","NE","county_group_222"
"NE","G3100290","Chase County","31029","NE","county_group_99"
"NE","G3100310","Cherry County","31031","NE","county_group_439"
"NE","G3100330","Cheyenne County","31033","NE","county_group_439"
"NE","G3100350","Clay County","31035","NE","county_group_111"
"NE","G3100370","Colfax County","31037","NE","county_group_222"
"NE","G3100390","Cuming County","31039","NE","county_group_222"
"NE","G3100410","Custer County","31041","NE","county_group_437"
"NE","G3100430","Dakota County","31043","NE","county_group_222"
"NE","G3100450","Dawes County","31045","NE","county_group_439"
"NE","G3100470","Dawson County","31047","NE","county_group_99"
"NE","G3100490","Deuel County","31049","NE","county_group_439"
"NE","G3100510","Dixon County","31051","NE","county_group_222"
"NE","G3100530","Dodge County","31053","NE","county_group_333"
"NE","G3100550","Douglas County","31055","NE","independent_county_G3100550"
"NE","G3100570","Dundy County","31057","NE","county_group_99"
"NE","G3100590","Fillmore County","31059","NE","county_group_559"
"NE","G3100610","Franklin County","31061","NE","county_group_111"
"NE","G3100630","Frontier County","31063","NE","county_group_99"
"NE","G3100650","Furnas County","31065","NE","county_group_99"
"NE","G3100670","Gage County","31067","NE","county_group_559"
"NE","G3100690","Garden County","31069","NE","county_group_439"
"NE","G3100710","Garfield County","31071","NE","county_group_437"
"NE","G3100730","Gosper County","31073","NE","county_group_99"
"NE","G3100750","Grant County","31075","NE","county_group_99"
"NE","G3100770","Greeley County","31077","NE","county_group_437"
"NE","G3100790","Hall County","31079","NE","county_group_437"
"NE","G3100810","Hamilton County","31081","NE","county_group_437"
"NE","G3100830","Harlan County","31083","NE","county_group_111"
"NE","G3100850","Hayes County","31085","NE","county_group_99"
"NE","G3100870","Hitchcock County","31087","NE","county_group_99"
"NE","G3100890","Holt County","31089","NE","county_group_439"
"NE","G3100910","Hooker County","31091","NE","county_group_99"
"NE","G3100930","Howard County","31093","NE","county_group_437"
"NE","G3100950","Jefferson County","31095","NE","county_group_559"
"NE","G3100970","Johnson County","31097","NE","county_group_559"
"NE","G3100990","Kearney County","31099","NE","county_group_111"
"NE","G3101010","Keith County","31101","NE","county_group_99"
"NE","G3101030","Keya Paha County","31103","NE","county_group_439"
"NE","G3101050","Kimball County","31105","NE","county_group_439"
"NE","G3101070","Knox County","31107","NE","county_group_222"
"NE","G3101090","Lancaster County","31109","NE","independent_county_G3101090"
"NE","G3101110","Lincoln County","31111","NE","county_group_99"
"NE","G3101130","Logan County","31113","NE","county_group_99"
"NE","G3101150","Loup County","31115","NE","county_group_437"
"NE","G3101170","McPherson County","31117","NE","county_group_99"
"NE","G3101190","Madison County","31119","NE","county_group_222"
"NE","G3101210","Merrick County","31121","NE","county_group_437"
"NE","G3101230","Morrill County","31123","NE","county_group_439"
"NE","G3101250","Nance County","31125","NE","county_group_222"
"NE","G3101270","Nemaha County","31127","NE","county_group_559"
"NE","G3101290","Nuckolls County","31129","NE","county_group_111"
"NE","G3101310","Otoe County","31131","NE","county_group_559"
"NE","G3101330","Pawnee County","31133","NE","county_group_559"
"NE","G3101350","Perkins County","31135","NE","county_group_99"
"NE","G3101370","Phelps County","31137","NE","county_group_111"
"NE","G3101390","Pierce County","31139","NE","county_group_222"
"NE","G3101410","Platte County","31141","NE","county_group_222"
"NE","G3101430","Polk County","31143","NE","county_group_559"
"NE","G3101450","Red Willow County","31145","NE","county_group_99"
"NE","G3101470","Richardson County","31147","NE","county_group_559"
"NE","G3101490","Rock County","31149","NE","county_group_439"
"NE","G3101510","Saline County","31151","NE","county_group_559"
"NE","G3101530","Sarpy County","31153","NE","independent_county_G3101530"
"NE","G3101550","Saunders County","31155","NE","county_group_333"
"NE","G3101570","Scotts Bluff County","31157","NE","county_group_439"
"NE","G3101590","Seward County","31159","NE","county_group_559"
"NE","G3101610","Sheridan County","31161","NE","county_group_439"
"NE","G3101630","Sherman County","31163","NE","county_group_437"
"NE","G3101650","Sioux County","31165","NE","county_group_439"
"NE","G3101670","Stanton County","31167","NE","county_group_222"
"NE","G3101690","Thayer County","31169","NE","county_group_559"
"NE","G3101710","Thomas County","31171","NE","county_group_99"
"NE","G3101730","Thurston County","31173","NE","county_group_222"
"NE","G3101750","Valley County","31175","NE","county_group_437"
"NE","G3101770","Washington County","31177","NE","county_group_333"
"NE","G3101790","Wayne County","31179","NE","county_group_222"
"NE","G3101810","Webster County","31181","NE","county_group_111"
"NE","G3101830","Wheeler County","31183","NE","county_group_437"
"NE","G3101850","York County","31185","NE","county_group_559"
"NH","G3300010","Belknap County","33001","NH","county_group_70"
"NH","G3300030","Carroll County","33003","NH","county_group_70"
"NH","G3300050","Cheshire County","33005","NH","county_group_64"
"NH","G3300070","Coos County","33007","NH","county_group_499"
"NH","G3300090","Grafton County","33009","NH","county_group_499"
"NH","G3300110","Hillsborough County","33011","NH","county_group_69"
"NH","G3300130","Merrimack County","33013","NH","county_group_70"
"NH","G3300150","Rockingham County","33015","NH","county_group_69"
"NH","G3300170","Strafford County","33017","NH","independent_county_G3300170"
"NH","G3300190","Sullivan County","33019","NH","county_group_64"
"NJ","G3400010","Atlantic County","34001","NJ","county_group_165"
"NJ","G3400030","Bergen County","34003","NJ","independent_county_G3400030"
"NJ","G3400050","Burlington County","34005","NJ","independent_county_G3400050"
"NJ","G3400070","Camden County","34007","NJ","independent_county_G3400070"
"NJ","G3400090","Cape May County","34009","NJ","county_group_165"
"NJ","G3400110","Cumberland County","34011","NJ","county_group_404"
"NJ","G3400130","Essex County","34013","NJ","independent_county_G3400130"
"NJ","G3400150","Gloucester County","34015","NJ","independent_county_G3400150"
"NJ","G3400170","Hudson County","34017","NJ","independent_county_G3400170"
"NJ","G3400190","Hunterdon County","34019","NJ","independent_county_G3400190"
"NJ","G3400210","Mercer County","34021","NJ","independent_county_G3400210"
"NJ","G3400230","Middlesex County","34023","NJ","independent_county_G3400230"
"NJ","G3400250","Monmouth County","34025","NJ","independent_county_G3400250"
"NJ","G3400270","Morris County","34027","NJ","independent_county_G3400270"
"NJ","G3400290","Ocean County","34029","NJ","independent_county_G3400290"
"NJ","G3400310","Passaic County","34031","NJ","independent_county_G3400310"
"NJ","G3400330","Salem County","34033","NJ","county_group_404"
"NJ","G3400350","Somerset County","34035","NJ","independent_county_G3400350"
"NJ","G3400370","Sussex County","34037","NJ","independent_county_G3400370"
"NJ","G3400390","Union County","34039","NJ","independent_county_G3400390"
"NJ","G3400410","Warren County","34041","NJ","independent_county_G3400410"
"NM","G3500010","Bernalillo County","35001","NM","county_group_14"
"NM","G3500030","Catron County","35003","NM","county_group_362"
"NM","G3500050","Chaves County","35005","NM","county_group_90"
"NM","G3500060","Cibola County","35006","NM","county_group_47"
"NM","G3500070","Colfax County","35007","NM","county_group_505"
"NM","G3500090","Curry County","35009","NM","county_group_505"
"NM","G3500110","De Baca County","35011","NM","county_group_505"
"NM","G3500130","Doña Ana County","35013","NM","independent_county_G3500130"
"NM","G3500150","Eddy County","35015","NM","county_group_565"
"NM","G3500170","Grant County","35017","NM","county_group_362"
"NM","G3500190","Guadalupe County","35019","NM","county_group_505"
"NM","G3500210","Harding County","35021","NM","county_group_505"
"NM","G3500230","Hidalgo County","35023","NM","county_group_362"
"NM","G3500250","Lea County","35025","NM","county_group_565"
"NM","G3500270","Lincoln County","35027","NM","county_group_90"
"NM","G3500280","Los Alamos County","35028","NM","county_group_91"
"NM","G3500290","Luna County","35029","NM","county_group_362"
"NM","G3500310","McKinley County","35031","NM","county_group_47"
"NM","G3500330","Mora County","35033","NM","county_group_91"
"NM","G3500350","Otero County","35035","NM","county_group_90"
"NM","G3500370","Quay County","35037","NM","county_group_505"
"NM","G3500390","Rio Arriba County","35039","NM","county_group_91"
"NM","G3500410","Roosevelt County","35041","NM","county_group_505"
"NM","G3500430","Sandoval County","35043","NM","independent_county_G3500430"
"NM","G3500450","San Juan County","35045","NM","county_group_47"
"NM","G3500470","San Miguel County","35047","NM","county_group_91"
"NM","G3500490","Santa Fe County","35049","NM","independent_county_G3500490"
"NM","G3500510","Sierra County","35051","NM","county_group_362"
"NM","G3500530","Socorro County","35053","NM","county_group_362"
"NM","G3500550","Taos County","35055","NM","county_group_91"
"NM","G3500570","Torrance County","35057","NM","county_group_362"
"NM","G3500590","Union County","35059","NM","county_group_505"
"NM","G3500610","Valencia County","35061","NM","county_group_14"
"NV","G3200010","Churchill County","32001","NV","county_group_346"
"NV","G3200030","Clark County","32003","NV","independent_county_G3200030"
"NV","G3200050","Douglas County","32005","NV","county_group_383"
"NV","G3200070","Elko County","32007","NV","county_group_346"
"NV","G3200090","Esmeralda County","32009","NV","county_group_346"
"NV","G3200110","Eureka County","32011","NV","county_group_346"
"NV","G3200130","Humboldt County","32013","NV","county_group_346"
"NV","G3200150","Lander County","32015","NV","county_group_346"
"NV","G3200170","Lincoln County","32017","NV","county_group_346"
"NV","G3200190","Lyon County","32019","NV","county_group_383"
"NV","G3200210","Mineral County","32021","NV","county_group_346"
"NV","G3200230","Nye County","32023","NV","county_group_346"
"NV","G3200270","Pershing County","32027","NV","county_group_346"
"NV","G3200290","Storey County","32029","NV","county_group_383"
"NV","G3200310","Washoe County","32031","NV","independent_county_G3200310"
"NV","G3200330","White Pine County","32033","NV","county_group_346"
"NV","G3205100","Carson City","32510","NV","county_group_383"
"NY","G3600010","Albany County","36001","NY_UP","independent_county_G3600010"
"NY","G3600030","Allegany County","36003","NY_UP","county_group_341"
"NY","G3600050","Bronx County","36005","NY_UP","independent_county_G3600050"
"NY","G3600070","Broome County","36007","NY_UP","county_group_175"
"NY","G3600090","Cattaraugus County","36009","NY_UP","county_group_341"
"NY","G3600110","Cayuga County","36011","NY_UP","county_group_120"
"NY","G3600130","Chautauqua County","36013","NY_UP","independent_county_G3600130"
"NY","G3600150","Chemung County","36015","NY_UP","independent_county_G3600150"
"NY","G3600170","Chenango County","36017","NY_UP","county_group_66"
"NY","G3600190","Clinton County","36019","NY_UP","county_group_95"
"NY","G3600210","Columbia County","36021","NY_UP","county_group_509"
"NY","G3600230","Cortland County","36023","NY_UP","county_group_345"
"NY","G3600250","Delaware County","36025","NY_UP","county_group_66"
"NY","G3600270","Dutchess County","36027","NY_UP","independent_county_G3600270"
"NY","G3600290","Erie County","36029","NY_UP","independent_county_G3600290"
"NY","G3600310","Essex County","36031","NY_UP","county_group_95"
"NY","G3600330","Franklin County","36033","NY_UP","county_group_95"
"NY","G3600350","Fulton County","36035","NY_UP","county_group_337"
"NY","G3600370","Genesee County","36037","NY_UP","county_group_370"
"NY","G3600390","Greene County","36039","NY_UP","county_group_509"
"NY","G3600410","Hamilton County","36041","NY_UP","county_group_95"
"NY","G3600430","Herkimer County","36043","NY_UP","county_group_298"
"NY","G3600450","Jefferson County","36045","NY_UP","county_group_193"
"NY","G3600470","Kings County","36047","NY_UP","independent_county_G3600470"
"NY","G3600490","Lewis County","36049","NY_UP","county_group_193"
"NY","G3600510","Livingston County","36051","NY_UP","county_group_184"
"NY","G3600530","Madison County","36053","NY_UP","county_group_345"
"NY","G3600550","Monroe County","36055","NY_UP","independent_county_G3600550"
"NY","G3600570","Montgomery County","36057","NY_UP","county_group_337"
"NY","G3600590","Nassau County","36059","NY_NYCLI","independent_county_G3600590"
"NY","G3600610","New York County","36061","NY_UP","independent_county_G3600610"
"NY","G3600630","Niagara County","36063","NY_UP","independent_county_G3600630"
"NY","G3600650","Oneida County","36065","NY_UP","county_group_298"
"NY","G3600670","Onondaga County","36067","NY_UP","county_group_120"
"NY","G3600690","Ontario County","36069","NY_UP","county_group_479"
"NY","G3600710","Orange County","36071","NY_UP","independent_county_G3600710"
"NY","G3600730","Orleans County","36073","NY_UP","county_group_370"
"NY","G3600750","Oswego County","36075","NY_UP","independent_county_G3600750"
"NY","G3600770","Otsego County","36077","NY_UP","county_group_213"
"NY","G3600790","Putnam County","36079","NY_UP","county_group_119"
"NY","G3600810","Queens County","36081","NY_UP","independent_county_G3600810"
"NY","G3600830","Rensselaer County","36083","NY_UP","independent_county_G3600830"
"NY","G3600850","Richmond County","36085","NY_UP","independent_county_G3600850"
"NY","G3600870","Rockland County","36087","NY_UP","independent_county_G3600870"
"NY","G3600890","St. Lawrence County","36089","NY_UP","independent_county_G3600890"
"NY","G3600910","Saratoga County","36091","NY_UP","independent_county_G3600910"
"NY","G3600930","Schenectady County","36093","NY_UP","independent_county_G3600930"
"NY","G3600950","Schoharie County","36095","NY_UP","county_group_213"
"NY","G3600970","Schuyler County","36097","NY_UP","county_group_293"
"NY","G3600990","Seneca County","36099","NY_UP","county_group_142"
"NY","G3601010","Steuben County","36101","NY_UP","county_group_293"
"NY","G3601030","Suffolk County","36103","NY_NYCLI","independent_county_G3601030"
"NY","G3601050","Sullivan County","36105","NY_UP","county_group_15"
"NY","G3601070","Tioga County","36107","NY_UP","county_group_175"
"NY","G3601090","Tompkins County","36109","NY_UP","independent_county_G3601090"
"NY","G3601110","Ulster County","36111","NY_UP","county_group_15"
"NY","G3601130","Warren County","36113","NY_UP","county_group_209"
"NY","G3601150","Washington County","36115","NY_UP","county_group_209"
"NY","G3601170","Wayne County","36117","NY_UP","county_group_142"
"NY","G3601190","Westchester County","36119","NY_UP","county_group_119"
"NY","G3601210","Wyoming County","36121","NY_UP","county_group_184"
"NY","G3601230","Yates County","36123","NY_UP","county_group_479"
"OH","G3900010","Adams County","39001","OH","county_group_173"
"OH","G3900030","Allen County","39003","OH","independent_county_G3900030"
"OH","G3900050","Ashland County","39005","OH","county_group_310"
"OH","G3900070","Ashtabula County","39007","OH","independent_county_G3900070"
"OH","G3900090","Athens County","39009","OH","county_group_466"
"OH","G3900110","Auglaize County","39011","OH","county_group_564"
"OH","G3900130","Belmont County","39013","OH","county_group_406"
"OH","G3900150","Brown County","39015","OH","county_group_335"
"OH","G3900170","Butler County","39017","OH","independent_county_G3900170"
"OH","G3900190","Carroll County","39019","OH","county_group_339"
"OH","G3900210","Champaign County","39021","OH","county_group_329"
"OH","G3900230","Clark County","39023","OH","independent_county_G3900230"
"OH","G3900250","Clermont County","39025","OH","county_group_335"
"OH","G3900270","Clinton County","39027","OH","county_group_173"
"OH","G3900290","Columbiana County","39029","OH","independent_county_G3900290"
"OH","G3900310","Coshocton County","39031","OH","county_group_489"
"OH","G3900330","Crawford County","39033","OH","county_group_593"
"OH","G3900350","Cuyahoga County","39035","OH","independent_county_G3900350"
"OH","G3900370","Darke County","39037","OH","county_group_373"
"OH","G3900390","Defiance County","39039","OH","county_group_422"
"OH","G3900410","Delaware County","39041","OH","independent_county_G3900410"
"OH","G3900430","Erie County","39043","OH","county_group_427"
"OH","G3900450","Fairfield County","39045","OH","independent_county_G3900450"
"OH","G3900470","Fayette County","39047","OH","county_group_415"
"OH","G3900490","Franklin County","39049","OH","independent_county_G3900490"
"OH","G3900510","Fulton County","39051","OH","county_group_356"
"OH","G3900530","Gallia County","39053","OH","county_group_466"
"OH","G3900550","Geauga County","39055","OH","county_group_23"
"OH","G3900570","Greene County","39057","OH","independent_county_G3900570"
"OH","G3900590","Guernsey County","39059","OH","county_group_489"
"OH","G3900610","Hamilton County","39061","OH","independent_county_G3900610"
"OH","G3900630","Hancock County","39063","OH","county_group_255"
"OH","G3900650","Hardin County","39065","OH","county_group_329"
"OH","G3900670","Harrison County","39067","OH","county_group_402"
"OH","G3900690","Henry County","39069","OH","county_group_422"
"OH","G3900710","Highland County","39071","OH","county_group_173"
"OH","G3900730","Hocking County","39073","OH","county_group_607"
"OH","G3900750","Holmes County","39075","OH","county_group_489"
"OH","G3900770","Huron County","39077","OH","county_group_310"
"OH","G3900790","Jackson County","39079","OH","county_group_607"
"OH","G3900810","Jefferson County","39081","OH","county_group_406"
"OH","G3900830","Knox County","39083","OH","county_group_123"
"OH","G3900850","Lake County","39085","OH","county_group_23"
"OH","G3900870","Lawrence County","39087","OH","county_group_168"
"OH","G3900890","Licking County","39089","OH","independent_county_G3900890"
"OH","G3900910","Logan County","39091","OH","county_group_329"
"OH","G3900930","Lorain County","39093","OH","independent_county_G3900930"
"OH","G3900950","Lucas County","39095","OH","independent_county_G3900950"
"OH","G3900970","Madison County","39097","OH","county_group_152"
"OH","G3900990","Mahoning County","39099","OH","county_group_24"
"OH","G3901010","Marion County","39101","OH","county_group_123"
